"","UMAP_1","UMAP_2"
"C02488",-4.86935418350983,2.14825861157543
"C02489",1.96316175656033,0.0842255130565799
"C02490",-4.05425255997467,1.0861444920457
"C02491",1.67686568693829,-0.0256506660797559
"C02492",0.285770123168947,-1.19219584761494
"C02493",-3.61276715500641,3.46961538495189
"C02494",-1.78945129616546,2.14064137639171
"C02495",-1.54219859345245,-1.76147647200459
"C02496",-2.35965436203766,-1.38250346480244
"C02497",-1.97606986267853,4.12620060147411
"C02498",-2.77549355728912,-1.27566011248463
"C02500",-1.86407106621551,-1.81671364603871
"C02501",-1.91862481339264,-1.29278202353352
"C02503",4.31526977317047,-0.124657116814788
"C02505",-2.72363942368316,1.79981653393871
"C02507",-2.50597422821808,-1.21719272433155
"C02508",-2.38277667267608,2.07369463147289
"C02509",-1.96771496041107,-1.76423640547627
"C02511",-5.09414666397858,-0.441580489262279
"C02514",-4.14738744004059,-0.904426112755474
"C02515",-1.43931978447723,-2.27612216769093
"C02516",-3.09868663056183,-0.853289678677257
"C02517",2.51057667033386,-0.229971170409855
"C02518",-1.26680701477814,2.71782295407421
"C02519",-2.5664500544815,-1.28274770079487
"C02520",-1.99945252640533,4.07162515820629
"C02521",-2.04414075119781,4.19891731442577
"C02522",-2.66387551529693,3.46384398640758
"C02524",-2.22054594261932,4.0357021540559
"C02525",-3.12005227310943,2.67692844571239
"C02527",-1.60192173226166,-1.2848659306609
"C02529",-4.21399396164703,-0.836306884869274
"C02530",-2.14565652115631,3.60766474904186
"C02531",-3.24324124558258,3.68768016995556
"C02532",-5.35951321823883,-1.08968897162312
"C02533",-3.48481744034576,4.17833416165477
"C02536",6.25885826842499,-0.727821364983257
"C02537",1.38472196953011,-0.341441646202739
"C02538",-3.5709256480484,4.36373226346142
"C02539",4.33200818793488,-1.30208881197804
"C02540",-2.63693850739288,3.5683325976289
"C02542",5.22605306403351,-1.37844319640034
"C02543",-3.27800172074127,4.29200451077587
"C02544",1.89777711527062,0.0949325189150012
"C02545",-4.90602963669586,-1.75203342734211
"C02547",-1.25381534798431,2.78284709157116
"C02548",-1.53942387802887,-2.4526077061736
"C02549",-1.09524601204681,3.057678148166
"C02550",-4.52019923432159,-0.693848267182049
"C02551",-1.89201253159332,-1.85469062624806
"C02552",-2.88947146637726,-2.52132280169361
"C02554",-2.09151571495819,3.32478801907665
"C02555",-1.73256581528473,-2.54974587260121
"C02557",-1.73907774193573,-2.3893957882964
"C02558",-1.67083423836517,-1.69855959711903
"C02559",-1.75322502358246,-2.58496291933888
"C02560",-1.59130590660858,-2.67130430041188
"C02561",-1.82001727326202,-2.7304590493285
"C02563",-1.83704870446014,-2.06028015910023
"C02564",-3.64224427445221,4.06068031491405
"C02565",-2.36387484772491,0.774442896262471
"C02566",-1.63533347351837,3.0450011938966
"C02569",-3.20058387024689,-1.41523917017811
"C02571",-1.97591608269501,3.30632226170665
"C02572",-5.0652899096756,-1.8655132800185
"C02573",-4.45295375092316,-1.35081751643055
"C02574",-1.01799076302337,2.77484671773082
"C02575",-2.33204024536896,-1.84993262587422
"C02576",-3.7870539973526,-1.98373635111683
"C02577",-1.50728743775177,2.91272227467662
"C02580",-3.26602977021026,2.9122297018922
"C02581",-4.15235560639191,2.62523429097301
"C02582",-4.25043767197418,2.86327545346386
"C02584",-4.11488764984894,3.03532950581676
"C02585",-3.67404978974151,2.91662804783947
"C02586",-4.73318856461334,2.21992819012767
"C02587",-4.96446030838776,1.77097658814556
"C02588",-2.17461674912262,2.29119674862987
"C02589",-3.56743663056183,3.80413620175487
"C02590",-4.97553437454986,1.91772226990825
"C02591",-4.92873376114654,1.90999619664318
"C02592",0.259633248016359,-1.29216952620381
"C02593",-5.29734652741241,0.0350312180972732
"C02595",-2.16701882584381,3.05667416752941
"C02596",-3.32775490982818,4.07408277691967
"C02597",-3.35451691849518,4.12044994534618
"C02598",-2.41372054322052,-1.12415631113881
"C02599",-3.51997512085724,-2.5265389233672
"C02600",1.03778088586044,-2.79125769434803
"C02601",-1.98733466370392,2.64652650059826
"C02602",-3.44097560150909,2.46224920453197
"C02603",0.556163971588136,-2.57635147868031
"C02604",1.55935813979817,-3.39433820544117
"C02605",1.35000578062248,-3.10671932993763
"C02606",3.98641831175995,-2.05940397082203
"C02607",1.0543811966629,-2.94624002276295
"C02608",1.20118910567475,-2.96599920092457
"C02609",-4.020824367836,2.70143668355114
"C02610",0.909801011249544,-2.84318764506214
"C02611",-4.14272444947052,2.55251948536998
"C02613",-3.5241350482254,4.31995765866405
"C02616",-1.66922538979339,-1.98626156149739
"C02618",-4.98126261933136,0.166430950180355
"C02619",-2.04133146508026,4.35066215695507
"C02620",-0.520811016395567,3.07295052708751
"C02621",-2.96449321015167,-0.435995414837536
"C02622",5.3706710983963,-1.50497217474812
"C02623",-2.28342431290436,4.24134533108837
"C02624",-5.78558057053375,-0.698162928208049
"C02626",-4.24934762223053,3.12206594647533
"C02627",-3.86081736786651,3.74942819775707
"C02629",3.79317051665497,-0.530589953049358
"C02631",3.09973186747742,-0.474329158648189
"C02632",3.85371667639923,1.4789120406068
"C02633",4.68573552863312,1.47244660557872
"C02634",5.8353939701767,1.64960806073314
"C02635",6.72844607131195,0.171410992757145
"C02636",3.86966020362091,1.6906401366151
"C02637",4.60889202849579,-0.110561266525921
"C02638",3.88591892020416,-1.94070465861195
"C02639",5.40044504897308,-0.196086883529361
"C02640",2.8206005741806,-0.624289765938457
"C02641",5.44427425162506,2.09427182377941
"C02642",5.57492954032135,-0.517590269430813
"C02643",4.03637463347626,-0.68428535757893
"C02644",2.57759732501221,2.8457664698518
"C02645",-0.181140715911864,-0.857887878998455
"C02647",4.221598212883,2.00054065884716
"C02649",4.95549113051605,2.1905831545747
"C02650",3.41008836524201,-0.370656833037075
"C02652",3.92779261367035,-0.922024622543987
"C02653",3.44942766921234,-0.499784305676159
"C02655",4.10265332953644,-1.32803376017445
"C02656",6.60875946776581,-0.328523948773082
"C02657",6.82675558821869,-0.100618779643711
"C02660",5.54375440375519,-0.017252834498223
"C02661",4.93170291678619,2.5832387656129
"C02662",3.66211385028076,-0.369089499100383
"C02665",4.18621165053558,-1.61064977942341
"C02666",6.02408034102631,-0.193404763921436
"C02667",3.14416319625092,3.27204529942638
"C02668",4.18131572501373,-1.5368407517516
"C02669",5.45190936820221,3.11050789059765
"C02670",6.39693028227997,1.6935538500703
"C02671",6.2627039601059,0.636137232199971
"C02673",6.61246544615936,1.31352405251629
"C02674",4.47945386664581,-0.331488981827434
"C02675",6.36029869811249,-0.482247158869442
"C02676",6.8143659283371,0.499103710070912
"C02677",6.41646868483734,-0.290613546951946
"C02678",3.42040175692749,-0.0251087853674936
"C02679",5.731443708107,1.61173538865215
"C02680",3.1412302901001,-1.25679941473835
"C02681",2.70977205531311,0.365824922934834
"C02682",2.82127088801575,0.595769450084034
"C02683",6.44848162429047,1.11437968911296
"C02684",4.98220950858307,1.33239381016857
"C02685",-3.29591744644928,-1.31599719820851
"C02687",5.34553725020599,2.89419595898754
"C02688",3.37755781905365,0.766169533149067
"C02689",5.75912648932648,2.19674913586742
"C02692",3.60259467856598,-0.111377418025669
"C02693",4.58277613417816,1.99150817097789
"C02694",4.83507186667633,0.440813645736042
"C02695",6.45740563170624,0.40120105446941
"C02696",6.42771345870209,1.19465617837078
"C02697",6.0519557644577,1.97067300976879
"C02698",6.24327713744354,-0.578270211800274
"C02699",4.32464820639801,-1.79982216654652
"C02700",6.6197653462143,0.900845751181904
"C02701",2.34655446307373,-1.55990703402394
"C02702",2.53617322938156,-1.63089795409077
"C02703",4.91047698752594,1.97257570923931
"C02704",5.46613461272431,0.10544428230888
"C02706",6.76446921126557,-0.0218848804787659
"C02707",4.22311574713898,-0.250807598217663
"C02708",4.64872342841339,2.80454866589672
"C02710",6.27354437606049,-0.244705840929683
"C02711",4.86421973006439,2.3444384783662
"C02712",5.03130299346161,0.254301324502293
"C02713",-3.46146863205719,1.94799272717601
"C02714",5.15545136229706,1.77970282734996
"C02715",6.21989924208832,1.37684325875408
"C02716",3.66560262934876,-1.48782642184132
"C02717",3.80087811248017,2.86346714200145
"C02718",5.24765760199738,2.16512601079113
"C02719",4.84394509093475,-1.37365742026204
"C02720",3.47930962340546,3.42747943104869
"C02721",6.82668024794769,0.370194926873509
"C02722",3.96400315062714,-0.420710250719722
"C02723",6.56639057891083,1.5177578181184
"C02724",4.37178999678803,2.58049075307018
"C02725",6.59946066634369,-0.360386326893505
"C02726",4.36901408927155,-1.3311864882552
"C02727",5.74213940398407,-1.2984853535735
"C02728",6.19078690306854,1.56922285260326
"C02729",-2.06582325203705,-2.22790987788075
"C02731",5.74844772116852,1.51832048596508
"C02732",6.09969717757416,1.20245270432598
"C02733",5.03209215895844,-0.314281567915615
"C02734",3.32851380603028,-0.374860003575023
"C02735",5.41825396315765,3.16062085332042
"C02736",4.68511826293182,2.84447877110607
"C02737",3.03708357112122,-0.854656055554088
"C02738",4.03326637046051,-0.453308537586864
"C02739",5.54390460746002,3.08867423237926
"C02740",4.62299711005402,-1.13664872942799
"C02741",6.77740580336762,0.29950998725063
"C02742",5.03295332686615,2.0196265429414
"C02743",2.81365877883148,-1.4361931830489
"C02744",5.68427736060333,1.79340641202098
"C02745",4.65471131102753,2.44106642903453
"C02746",5.03335339324188,-1.66858895121449
"C02748",6.39176184432221,1.62904517354137
"C02749",3.18805033461762,0.199852287784878
"C02750",3.10966355101776,-0.597557798012432
"C02751",6.02992207305145,1.6590878218568
"C02752",3.01820904509735,0.187693849221531
"C02753",6.74680191771698,0.0605503171837962
"C02754",4.68011338011932,-0.157596260293659
"C02755",5.25248486296845,1.0249063223756
"C02756",4.55027348296356,-1.92425210772389
"C02757",4.06105810897064,2.98862116040355
"C02758",6.50326353804779,0.238157466069523
"C02759",5.35189706580353,2.90260188283092
"C02761",5.57520753638458,1.35614423455364
"C02762",6.14673334853363,1.58274583520061
"C02763",4.1438427616806,-1.25839753447407
"C02764",5.23245937125397,2.4450985640443
"C02765",3.96682388083649,3.0442663878358
"C02766",6.83849198119354,0.498234853164021
"C02767",3.91562062995148,1.75440149010784
"C02769",6.45922238127899,1.44883780182964
"C02770",6.52316672103119,1.63763551415569
"C02772",5.53771359221649,-0.28560946880215
"C02773",-0.780758316352843,-1.58349759875172
"C02774",3.92403418318939,-0.707685366257366
"C02775",4.94871384398651,1.26077453793651
"C02776",6.00353104369354,2.19946949185497
"C02777",6.45215851561737,1.4307079762376
"C02778",2.36870009200287,-1.59962995348805
"C02780",3.41257757441712,-0.26081845162743
"C02781",2.8985385348053,-0.787548974140819
"C02782",5.36163050429535,2.94906370343334
"C02784",3.58210975424957,3.07703344525463
"C02786",5.59331065909577,3.09549967946178
"C02789",6.16286284224701,-0.737631276234325
"C02790",2.92308599250031,-0.748141601666149
"C02791",4.5118916680069,0.0155336670733131
"C02792",-3.81179135544586,3.17186348141796
"C02793",2.90167421595764,-0.178977251037296
"C02796",5.7261148144455,-0.144240491076645
"C02797",5.93379122512055,2.19994394482738
"C02798",4.05067474143219,-1.48688681422108
"C02799",5.43918639914703,0.434824511424366
"C02800",4.02538711325836,2.00869672001964
"C02801",3.54841334120941,0.306110426799122
"C02802",-3.16125338776398,3.8824342936433
"C02803",4.08822161452484,2.81049339474804
"C02804",4.63243371741486,2.1268190592683
"C02807",6.84107023970795,-0.0767509378337227
"C02808",4.91933233039093,-1.78209908305043
"C02809",5.83765560881806,-0.557178989037212
"C02810",0.639341657325746,-1.55991800127858
"C02811",5.47611672179413,2.23625509442455
"C02812",3.7838221241684,-0.673253491505321
"C02813",3.56222957865906,-0.39074732361668
"C02814",5.26247436301422,0.120603650823895
"C02816",3.73416132228089,-0.970099702461895
"C02817",2.53798211114121,3.18396656216747
"C02818",3.94852811591339,-0.310662761315044
"C02819",4.14239150778961,1.99728290738231
"C02820",6.55245978133392,-0.179435446842846
"C02821",3.68922263877106,0.857787594214741
"C02822",5.99079329268646,1.82746081055767
"C02824",4.29492980735016,-0.95544447003239
"C02825",6.04518276946259,1.86841838063366
"C02826",3.88585407035065,-1.27629537878865
"C02827",3.46602339045715,-0.574377909287151
"C02828",6.16972214476776,-0.808350995167431
"C02830",4.23293644683075,2.82837907971508
"C02832",5.55258995787811,-0.694672539814647
"C02833",5.65804726378632,2.58731119336254
"C02834",3.41300577418518,0.0439858213222659
"C02835",6.46193844573212,1.18032173813945
"C02836",5.45156676070404,-0.749120190724071
"C02838",6.55279452101898,0.75775645674831
"C02839",3.83247358100128,-1.08447881041401
"C02840",5.5504589726181,0.579353973285023
"C02841",3.01805550353241,-1.46998138724202
"C02842",3.76399332778168,-1.37928469477528
"C02843",5.68589336173248,-1.32298894224995
"C02844",5.88480526702118,0.48103390635616
"C02846",5.19712192313385,0.233084991589848
"C02848",-4.06600278122711,3.25481431187755
"C02849",6.03143793837738,2.2521955222047
"C02851",2.88577634589386,-0.407374665125545
"C02852",3.05939621226502,-0.665979757889446
"C02854",3.38160199420166,3.4713904112733
"C02855",-3.47028392060089,-1.36984308062428
"C02856",4.12290388838959,2.93600766362316
"C02857",6.24285561339569,-0.690596178158458
"C02861",4.6949582745285,-0.087073720976051
"C02862",3.681443875,0.968703851119343
"C02863",4.2610166718216,-1.35826404391163
"C02864",4.43534046904755,2.71368257702953
"C02865",-4.06138652069855,-0.329266831263241
"C02867",2.81120735900116,-1.26382847128743
"C02868",4.15393311278534,-1.60501594839924
"C02869",4.86834770934296,2.28525130452282
"C02870",2.93107301490021,0.690858528033558
"C02871",5.51619655387116,1.75812594594127
"C02872",6.74308640258026,0.0645410865700878
"C02873",4.93361312644196,0.503261610881153
"C02874",4.01168782012177,-2.05376346407765
"C02875",4.6729970623703,0.0965663343823589
"C02876",4.03222352759552,3.01511876286632
"C02877",4.82175380484772,-0.479058161362346
"C02878",4.56121570365143,-0.00422549246185653
"C02879",3.78506881491852,-1.52044184504383
"C02880",6.47459751860809,0.0328995399332679
"C02881",5.90456825988007,2.31224147977001
"C02882",6.35493571059418,1.50822810830242
"C02884",5.01466924445343,1.12109284104473
"C02885",5.79451901213837,1.98522178830272
"C02886",5.59318835036469,-0.288578614576992
"C02887",4.74590355651093,-0.728689566239055
"C02888",5.82036740081024,2.75597421826488
"C02890",4.72163707511139,1.5025195330537
"C02892",2.48861891524506,-1.25894518195027
"C02893",5.08351356284332,3.03436915578014
"C02894",4.9155131031723,2.73712818326122
"C02895",3.90152198569489,1.93746392430431
"C02896",4.48422772185516,2.02797715367443
"C02897",4.14676052825165,-0.189475089296039
"C02899",5.04721767203522,2.38566415013439
"C02901",4.34130150572968,-0.648374393566784
"C02902",2.76387805239868,0.446366801873509
"C02903",1.80977433668089,3.03421537579662
"C02904",5.15064389006806,2.25937192143566
"C02905",6.08818394438934,-0.975971892460521
"C02906",6.31939512984467,-0.774973407372173
"C02907",2.4886509229393,-1.68653829394215
"C02908",5.14090306060028,0.0220313668406642
"C02909",4.38867456214142,2.63322989644176
"C02910",6.61973244445038,1.21444909276134
"C02911",3.76462299124909,1.44355981053478
"C02912",3.47219342486572,-0.702598825081524
"C02913",2.85432440535736,-1.5823101550185
"C02914",3.77432591216278,-1.27558036146992
"C02915",3.06987315909577,-0.253124222143825
"C02916",3.89255720870209,1.65532712639934
"C02917",3.899825399086,1.86153571309215
"C02918",3.26819926993561,0.0717749968326724
"C02921",-0.764991218879698,1.3850274533189
"C02922",6.06657606856537,1.30999760331279
"C02923",4.13370091216278,1.38000802697307
"C02924",3.7783129860611,1.50352327527172
"C02925",3.99754173056793,-0.627029612644848
"C02926",4.14488488928986,-0.83014865218037
"C02927",2.71579880015564,-1.47182925043934
"C02928",5.91900402800751,1.43282775582439
"C02929",3.13901716963959,-1.28533859549397
"C02930",4.60176498191071,-0.549755588158306
"C02931",-4.00839036209869,-0.00264006479018562
"C02932",4.06727797286224,-1.63041992483967
"C02933",3.88288933531952,-0.0748188756250703
"C02934",3.9781740357132,-0.423813477142986
"C02935",2.40359110133362,-1.48562832175129
"C02936",5.31345636145783,2.04627816380626
"C02937",4.52837664382172,1.94818918408519
"C02938",6.53868395583344,0.803325280562702
"C02939",6.51278931395722,0.628159627333943
"C02940",2.31737494961929,-1.54798193274372
"C02941",6.6000834156723,1.29802624882824
"C02942",3.04114324347687,-0.493487015350994
"C02943",3.58868462340546,0.057510726169411
"C02944",1.80442260885251,2.87624303998119
"C02945",5.21487766997528,1.8936053961671
"C02947",5.47828943030548,0.393747970477406
"C02948",5.07553464667511,2.09222237767345
"C02949",3.58496779696655,-0.498048797234234
"C02950",-0.668579990699766,-1.9240328818404
"C02951",5.14930946128082,2.10924498738414
"C02952",6.62772900359345,-0.441229626520809
"C02953",6.34402567641449,0.0923368930972255
"C02954",3.68246251837921,-0.685179010018047
"C02955",6.18865114943695,1.67639379204876
"C02956",5.88122612731171,1.77344457806713
"C02957",5.00235492484284,1.21060352028972
"C02958",2.60163099066925,-1.41704471407765
"C02959",5.58065230147553,1.41654448212749
"C02960",2.68665409581375,-1.50252576170796
"C02961",4.09577328459931,-1.47206051646107
"C02962",5.60781366126251,2.69274418057567
"C02963",4.31809431807709,2.26135580243236
"C02964",3.75638455645752,-0.643301501854595
"C02965",5.16637760894013,2.81025378407604
"C02967",5.49936229483795,1.91578821839458
"C02968",3.54325622813416,-1.75727982817524
"C02969",4.20938283698273,-1.80824549494618
"C02971",3.56431371466828,-0.181806102379497
"C02972",4.30965716139984,2.62818329037792
"C02974",4.0613358666153,1.95216028393871
"C02975",4.6029937912674,-0.147035144253906
"C02976",3.13951868312073,-0.374241396769222
"C02977",4.03060156600189,-1.57593770323628
"C02978",5.91046244399262,2.23104350270397
"C02979",4.25395924346161,2.53808443249828
"C02980",5.09887487189484,2.19059364499218
"C02981",2.33798760668945,3.23305504025585
"C02982",1.70432284967613,3.3081561774171
"C02983",1.51724374787522,2.97048084439403
"C02984",3.0314856220932,2.49729840458995
"C02985",-3.54744761688995,-0.176169589146312
"C02986",1.91768797235203,3.16590134801036
"C02988",1.49198014037323,2.71741645039684
"C02989",1.72989521296334,2.94377867879039
"C02990",2.42646754281235,3.31312935055858
"C02991",3.83755046622467,-0.126734226926502
"C02992",2.2961689283104,3.26432935895092
"C02993",2.47703797118378,-1.29926963148945
"C02994",-3.13102381928253,0.323863104001347
"C02995",3.02436537043762,3.25688783826
"C02998",4.52095610396576,-1.54600520430439
"C02999",2.91897303359223,3.32422940434581
"C03000",3.08960682646942,3.20740763844616
"C03002",3.3343147684784,3.3891960829652
"C03003",3.01997811095429,3.397761508838
"C03004",5.49656731383515,0.00120870956844456
"C03005",4.16965371863556,2.06679551304943
"C03006",-0.360855038002013,-0.61445029078358
"C03007",3.13734263674927,2.73778192700512
"C03008",1.56946252779675,3.0752414912141
"C03009",-1.7724272559433,-2.62722046671742
"C03010",-2.15485828621673,-2.58211834727162
"C03011",2.03944764034462,2.50979845227367
"C03012",1.33326524989319,2.67337648572094
"C03014",1.25125170247269,2.60720245541698
"C03015",3.06715161101532,2.65847413243419
"C03016",-0.313143665626524,-1.6916396170699
"C03018",0.0992769648284928,-1.22358842192524
"C03019",3.6289570976944,2.25889270009166
"C03020",3.8804321934433,2.68767993153698
"C03021",2.48287153737259,2.80497114361889
"C03022",-3.44774430496979,0.160291567460362
"C03023",2.30935991303635,3.33656065167553
"C03024",3.1136743475647,3.00063626469738
"C03025",-3.06736701233673,4.05105154217846
"C03027",-3.37674754364776,-0.0727845765494668
"C03028",3.48350185649109,3.32699768246776
"C03029",-2.34408038361358,-2.3445583134734
"C03030",2.15312451617432,3.25008909405834
"C03031",-3.37255185349274,-0.305249318464931
"C03032",1.04457247750473,2.37579886616832
"C03033",1.1533227016182,2.78705088795787
"C03035",-2.5962089846878,-1.32961256800526
"C03036",3.95253521697235,2.96429149808056
"C03037",-3.71124070389557,-0.765521123989757
"C03038",3.45724231497955,3.17714945973522
"C03039",1.60646613435459,3.10616557301647
"C03040",2.89493197695923,3.4817721098817
"C03041",1.34417886035156,3.05553071202404
"C03042",2.41909051434708,3.02880732716686
"C03043",4.79254109160614,2.08619110287792
"C03044",1.41398484008026,2.57535664738781
"C03046",2.97095042960358,3.43266479672557
"C03048",-3.27605336411285,3.69924823941356
"C03049",1.67065613465023,2.98799817265636
"C03050",2.14029437796784,3.39486066998607
"C03051",-3.5383738826065,-0.668681696041759
"C03052",3.57998472945404,3.22163622082836
"C03053",3.13900000350189,3.42947523297435
"C03054",1.24481416241837,2.52456943692333
"C03055",3.40672034518433,3.17035405339367
"C03056",2.94369370238495,3.47617332638866
"C03057",2.87678558127594,3.49635116757518
"C03058",2.91984469191742,3.48975412549144
"C03059",2.67370093362045,3.42433564366466
"C03060",-2.25414126618194,-2.6707723885619
"C03061",1.64291762308788,2.91592566670543
"C03062",2.92108494536591,3.38887540997631
"C03063",1.45027271406365,3.04253260792858
"C03064",2.06402725474548,3.20637743176586
"C03065",5.52465063826752,3.05593602360851
"C03066",5.09271270529938,-1.52929086981648
"C03068",2.03331834571076,3.18651048840648
"C03069",4.8825016667099,1.7111502140916
"C03070",2.08180663482857,3.24076525868541
"C03071",3.16493112342072,3.42881695927745
"C03072",3.15243965880585,2.84671513737804
"C03074",0.572728221580507,-1.85969538985127
"C03075",-0.272788698509215,-1.45955033598774
"C03076",1.03929263846588,-2.72033555804127
"C03077",0.565326397583009,-1.96463485060566
"C03078",-1.47235363228607,4.53839819134838
"C03079",-3.03282159073639,-0.671870842560466
"C03080",0.888872628376009,-2.11354620753163
"C03081",0.660164778396608,-2.23191840945118
"C03082",0.47242004172516,-1.7516639977538
"C03083",0.630536143943788,-2.22377093134755
"C03084",0.49057931201172,-2.00782532988423
"C03085",0.600000446006776,-2.0807860642516
"C03086",-4.36190837128448,-1.19801433382862
"C03087",0.720520322486879,-2.0704146176421
"C03088",-2.55125706894684,1.57892505826122
"C03089",5.23075372473908,-1.43215699492329
"C03090",-3.1531838725357,0.980015441790882
"C03091",-1.12952678902435,0.49234662951595
"C03092",-1.76346104843902,2.22080580891735
"C03093",3.90174180762482,-2.11995275317067
"C03094",-3.09399026139068,-0.738515093907055
"C03095",-1.28793829186249,1.33584706486827
"C03096",-2.47065728409576,3.54994837941295
"C03097",-5.23539822800445,-1.88943405447834
"C03098",-1.75140588982391,2.6390854567445
"C03100",-1.02771514160919,0.828969463721577
"C03101",5.21382648246002,-1.54301340876454
"C03102",-1.05373018486786,1.22191075982219
"C03103",-2.17980902893829,3.86497871579296
"C03104",-2.44904416306305,0.889394566432301
"C03105",-3.96759169800567,-1.33458347617024
"C03106",-2.4441789935379,3.78013341130382
"C03107",-0.675710851982115,-0.16823910175198
"C03108",-4.50789445145416,-1.79468186198109
"C03109",-1.12038748963165,1.36824326218731
"C03110",-3.72146504624176,-1.76746840773457
"C03111",-3.87496798737335,-1.96418769656056
"C03112",-2.39777224762726,4.03377096356517
"C03113",-3.47625106079864,1.21463029088146
"C03115",-1.2047740767746,1.77230314911968
"C03116",-3.55732100708771,-0.972248092278179
"C03117",-0.816249782875059,0.708554610625569
"C03118",-0.700281555488585,0.970851942912403
"C03119",-4.93836158020782,-0.401017621143993
"C03120",-1.8644830535202,2.73862020672924
"C03122",-0.577970678642271,0.483782812968556
"C03123",-1.0033556769638,1.49353186787731
"C03124",-3.22488110764313,3.05479852856762
"C03125",-2.40703290207672,2.14845816792614
"C03128",-1.66628187401581,1.21696417035228
"C03129",-1.07580202324676,0.416026696578327
"C03131",-5.16253703339386,-1.88105483351582
"C03132",-1.22329467041778,1.7579168528474
"C03133",-2.13322203858185,2.82733409108287
"C03134",5.29529744879913,-1.20572240649098
"C03135",-1.3733884642868,1.58171968163616
"C03136",-5.45590441925812,-1.63266964255207
"C03138",-1.28366058571625,1.95763663949138
"C03139",-3.49954503281402,0.994384333506886
"C03140",-2.72095196945953,2.73695342244274
"C03141",-1.8793551276474,1.04200224579937
"C03142",-5.17470162613678,-1.81147916613453
"C03143",-3.48226016266632,3.21292607487804
"C03144",-2.97709935410309,2.28260080517894
"C03145",5.22856671111298,-1.53179498015278
"C03146",-5.41984217865753,-1.64349313078755
"C03147",-2.21156829102325,2.10477201642162
"C03148",-1.18457167847442,1.75919644536144
"C03149",-1.98905032379913,-2.09383995829457
"C03151",-4.20662158234405,2.17455546559459
